text,favorited,favoriteCount,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName,retweetCount,isRetweet,retweeted,longitude,latitude
"One of those classic Grunt Offs between Greinke and Scherzer. Neck and neck right now, but I feel like some powerfu… https://t.co/nHodoKW8Uz",FALSE,0,NA,2019-10-31T00:23:14Z,TRUE,NA,1189699311380160523,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CoachStoebs,0,FALSE,FALSE,NA,NA
"RT @MLB: 🗣 PLAY BALL

#WorldSeries https://t.co/MzO4YEf8LJ",FALSE,0,NA,2019-10-31T00:23:13Z,FALSE,NA,1189699311032045569,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Freddy13Perez,284,TRUE,FALSE,NA,NA
"RT @MLB: 🗣 PLAY BALL

#WorldSeries https://t.co/MzO4YEf8LJ",FALSE,0,NA,2019-10-31T00:23:13Z,FALSE,NA,1189699310964944897,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",megcanales99,284,TRUE,FALSE,NA,NA
"RT @RussellVasquez1: Muchos Managers,Coaches de liga Menor,Scouts y gente ligada a ambos equipos que son amigos,imposible ligar a ambos..tr…",FALSE,0,NA,2019-10-31T00:23:13Z,FALSE,NA,1189699309534613506,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",SportMaita,2,TRUE,FALSE,NA,NA
RT @MLB: Take the field with @ABREG_1 one last time in 2019. #WorldSeries https://t.co/5i0MJzcDbm,FALSE,0,NA,2019-10-31T00:23:13Z,FALSE,NA,1189699309018767360,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",barbiegirlie16,102,TRUE,FALSE,NA,NA
"RT @BuckCityBreaks: 🚨 ONLY 9 SPOTS LEFT 🚨

The rally is on. The rally is real 🙌

Game 7 #WorldSeries Mixer

Guaranteed to break, filled or…",FALSE,0,NA,2019-10-31T00:23:13Z,FALSE,NA,1189699308003766278,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",TheNotoriousGPB,3,TRUE,FALSE,NA,NA
"Con un poco menos de dominio que #Greinke, #Scherzer y los #Nationals retiran la primera sin daño... se nota que ha… https://t.co/aHHeDLYymw",FALSE,0,NA,2019-10-31T00:23:13Z,TRUE,NA,1189699307303292929,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",ReligionBeisbol,0,FALSE,FALSE,NA,NA
RT @MLB: We got you. #WorldSeries https://t.co/GH1RY80qOB,FALSE,0,NA,2019-10-31T00:23:12Z,FALSE,NA,1189699306695077888,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",elynnXclusive,1402,TRUE,FALSE,NA,NA
RT @MLBONFOX: Minister of Culture in attendance for #WorldSeries Game 7! https://t.co/i8uWmKdiJL,FALSE,0,NA,2019-10-31T00:23:12Z,FALSE,NA,1189699306523152390,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jagallstar1015,36,TRUE,FALSE,NA,NA
RT @MLB: Take the field with @ABREG_1 one last time in 2019. #WorldSeries https://t.co/5i0MJzcDbm,FALSE,0,NA,2019-10-31T00:23:12Z,FALSE,NA,1189699305470382080,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",og_matt12,102,TRUE,FALSE,NA,NA
"RT @KHOU: 'RIP Tonight is for you' | Alex Bregman's grandfather dies hours before Game 7
https://t.co/JgpPaKOJuF #khou #WorldSeries #Astros…",FALSE,0,NA,2019-10-31T00:23:12Z,FALSE,NA,1189699305453555712,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DamnImDark,170,TRUE,FALSE,NA,NA
"RT @Nationals: The Washington Nationals are in the best shape of their lives.

Time to go to work.

#WorldSeries // #STAYINTHEFIGHT https:/…",FALSE,0,NA,2019-10-31T00:23:12Z,FALSE,NA,1189699305348718595,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Q_Stromberg20,528,TRUE,FALSE,NA,NA
RT @EmbersToAsh: #WorldSeries #Giveaway - @Nationals LF #JuanSoto. If I pass 900 follows and #Nationals win you can win this BAT! Just like…,FALSE,0,NA,2019-10-31T00:23:12Z,FALSE,NA,1189699305193562113,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RehdantzJames,69,TRUE,FALSE,NA,NA
"Joe ""I know your age"" Sucks 
Does it again. 

#DrinkingGame 
#WorldSeries https://t.co/Q7IL941Ead",FALSE,0,NA,2019-10-31T00:23:12Z,FALSE,NA,1189699304157581313,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Allen93866933,0,FALSE,FALSE,NA,NA
RT @exnflscout: 🚨 #BreakingNews #WorldSeries 🚨 https://t.co/KsTnOSF7RZ,FALSE,0,NA,2019-10-31T00:23:12Z,FALSE,NA,1189699303763255296,NA,"<a href=""https://twitter.com/JordCatBot"" rel=""nofollow"">Jordan Ritchie</a>",Breaking24_7,1,TRUE,FALSE,NA,NA
"RT @MLBONFOX: LIVE from @MinuteMaid Park: GAME 7 #WORLDSERIES !

Come party one last time with @dtrainmlb and Jonny Gomes for the finale of…",FALSE,0,NA,2019-10-31T00:23:12Z,FALSE,NA,1189699303758946305,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DTrainMLB,16,TRUE,FALSE,NA,NA
"“21” twice already. 
#TakeItBack 
#WorldSeries https://t.co/OT3iU46kzY",FALSE,0,NA,2019-10-31T00:23:12Z,FALSE,NA,1189699303251550209,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",therealbootoo,0,FALSE,FALSE,NA,NA
"This is pretty cool...
#WorldSeries https://t.co/3K4A4nuna4",FALSE,0,NA,2019-10-31T00:23:12Z,FALSE,NA,1189699303247425537,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",EvieLouCronin,0,FALSE,FALSE,NA,NA
RT @MLB: Take the field with @ABREG_1 one last time in 2019. #WorldSeries https://t.co/5i0MJzcDbm,FALSE,0,NA,2019-10-31T00:23:12Z,FALSE,NA,1189699303121522689,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",whitesox061705,102,TRUE,FALSE,NA,NA
RT @KPRC2AdamW: Scherzer reaches 97 several times and delivers a scoreless 1st inning. 0-0 after 1st. #WorldSeries,FALSE,0,NA,2019-10-31T00:23:11Z,FALSE,NA,1189699302047780864,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",djaysux,3,TRUE,FALSE,NA,NA
"RT @anniefreyshow: Who you got: #Astros or #Nationals?
#WorldSeries",FALSE,0,NA,2019-10-31T00:23:11Z,FALSE,NA,1189699299891806208,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KennyFerris6,2,TRUE,FALSE,NA,NA
"RT @Nationals: Go 1-0 today and we'll be 1-0 forever.

#WorldSeries // #STAYINTHEFIGHT https://t.co/TEQNAcc44e",FALSE,0,NA,2019-10-31T00:23:11Z,FALSE,NA,1189699299275399169,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",courtneyyy_liz,323,TRUE,FALSE,NA,NA
"RT @MLB: SEASON FINALE. LET'S GO. 

#WorldSeries https://t.co/8NlFl90QRv",FALSE,0,NA,2019-10-31T00:23:10Z,FALSE,NA,1189699298558005248,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",t_guti6,656,TRUE,FALSE,NA,NA
"RT @KyleCoroneos: People of America &amp; baseball fans, the man that sung the National Anthem at the #WorldSeries Game 7 is named Cody Johnson…",FALSE,0,NA,2019-10-31T00:23:10Z,FALSE,NA,1189699298428145664,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",shallam14,42,TRUE,FALSE,NA,NA
"RT @MLB: 🗣 PLAY BALL

#WorldSeries https://t.co/MzO4YEf8LJ",FALSE,0,NA,2019-10-31T00:23:10Z,FALSE,NA,1189699298268733440,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",eveliinn11,284,TRUE,FALSE,NA,NA
"RT @Nationals: Go 1-0 today and we'll be 1-0 forever.

#WorldSeries // #STAYINTHEFIGHT https://t.co/TEQNAcc44e",FALSE,0,NA,2019-10-31T00:23:10Z,FALSE,NA,1189699298117603328,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",NomadPete,323,TRUE,FALSE,NA,NA
Here we go! #WorldSeries,FALSE,0,NA,2019-10-31T00:23:10Z,FALSE,NA,1189699297958187008,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",tommycubillas,0,FALSE,FALSE,NA,NA
RT @MLB: Take the field with @ABREG_1 one last time in 2019. #WorldSeries https://t.co/5i0MJzcDbm,FALSE,0,NA,2019-10-31T00:23:10Z,FALSE,NA,1189699296574066690,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",VaughnsKhari,102,TRUE,FALSE,NA,NA
"RT @MLB: Alright, alright, alright. Time for Game 7. #WorldSeries https://t.co/Nf1Ff25c0x",FALSE,0,NA,2019-10-31T00:23:10Z,FALSE,NA,1189699296008032257,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",colungal2,637,TRUE,FALSE,NA,NA
"RT @MLB: SEASON FINALE. LET'S GO. 

#WorldSeries https://t.co/8NlFl90QRv",FALSE,0,NA,2019-10-31T00:23:10Z,FALSE,NA,1189699295747985413,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",beautifulalexd,656,TRUE,FALSE,NA,NA
"Scherzer averaged 96.9 mph on eight four-seam fastballs. He looks fine, but the question is how long will he be abl… https://t.co/Glp5YgkVUS",FALSE,3,NA,2019-10-31T00:23:10Z,TRUE,NA,1189699294695055361,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",moisekapenda,0,FALSE,FALSE,NA,NA
"RT @Nationals: The Washington Nationals are in the best shape of their lives.

Time to go to work.

#WorldSeries // #STAYINTHEFIGHT https:/…",FALSE,0,NA,2019-10-31T00:23:10Z,FALSE,NA,1189699294468755467,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ChaseM0rgan,528,TRUE,FALSE,NA,NA
"RT @MLB: Alright, alright, alright. Time for Game 7. #WorldSeries https://t.co/Nf1Ff25c0x",FALSE,0,NA,2019-10-31T00:23:09Z,FALSE,NA,1189699294145785856,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BeingRare,637,TRUE,FALSE,NA,NA
"RT @Nationals: Went 1-0 today.

#WorldSeries // #STAYINTHEFIGHT https://t.co/IR0uVuvwaJ",FALSE,0,NA,2019-10-31T00:23:09Z,FALSE,NA,1189699293684228096,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",marikoUeno,818,TRUE,FALSE,NA,NA
RT @MLB: Take the field with @ABREG_1 one last time in 2019. #WorldSeries https://t.co/5i0MJzcDbm,FALSE,0,NA,2019-10-31T00:23:08Z,FALSE,NA,1189699290140205060,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",fabianacsaa,102,TRUE,FALSE,NA,NA
"RT @MLBONFOX: LIVE from @MinuteMaid Park: GAME 7 #WORLDSERIES !

Come party one last time with @dtrainmlb and Jonny Gomes for the finale of…",FALSE,0,NA,2019-10-31T00:23:08Z,FALSE,NA,1189699289863340037,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Jmoon901,16,TRUE,FALSE,NA,NA
"RT @MLB: 🗣 PLAY BALL

#WorldSeries https://t.co/MzO4YEf8LJ",FALSE,0,NA,2019-10-31T00:23:08Z,FALSE,NA,1189699289683025928,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ashlxydiane,284,TRUE,FALSE,NA,NA
RT @codyjohnson: Honored to be asked to perform the National Anthem before #game7 tonight in Houston. Go @astros! #TakeItBack #WorldSeries…,FALSE,0,NA,2019-10-31T00:23:08Z,FALSE,NA,1189699289636847616,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",KahhReeNuhh,2515,TRUE,FALSE,NA,NA
RT @MLB: Game face. #WorldSeries https://t.co/4cfSX6qBn7,FALSE,0,NA,2019-10-31T00:23:08Z,FALSE,NA,1189699288235958272,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",xaviernolasco21,241,TRUE,FALSE,NA,NA
"RT @MLB: 🗣 PLAY BALL

#WorldSeries https://t.co/MzO4YEf8LJ",FALSE,0,NA,2019-10-31T00:23:08Z,FALSE,NA,1189699287724285957,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",PanchoDoes,284,TRUE,FALSE,NA,NA
No score after 1. At least 8 to go....I'm sweating bullets. #WorldSeries #Game7 @MLB,FALSE,0,NA,2019-10-31T00:23:08Z,FALSE,NA,1189699287254478848,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",PsCrazyPlace,0,FALSE,FALSE,NA,NA
RT @MLB: Take the field with @ABREG_1 one last time in 2019. #WorldSeries https://t.co/5i0MJzcDbm,FALSE,0,NA,2019-10-31T00:23:07Z,FALSE,NA,1189699285656440834,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",JAPBELNEGRO,102,TRUE,FALSE,NA,NA
"For a guy that couldn't get out of bed on Sunday, Scherzer hasn't missed a beat.

World Series-Game 7
E-1st
Nationa… https://t.co/4A7XhH6K0F",FALSE,0,NA,2019-10-31T00:23:07Z,TRUE,NA,1189699285257818112,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",mcan409,0,FALSE,FALSE,NA,NA
"RT @RotoRadar: RotoRadar GAME 7 PROMO:

This is it. #Game7 of the #WorldSeries ..

👀 If the @astros win tonight’s game, we will give away…",FALSE,0,NA,2019-10-31T00:23:07Z,FALSE,NA,1189699285241102338,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BALLER_ANDREW,26,TRUE,FALSE,NA,NA
@Buck @Kurkjian_ESPN @Buster_ESPN do u think the weather will affect the outcome of game 7? #WorldSeries #Game7… https://t.co/rIdlVueKWm,FALSE,0,Buck,2019-10-31T00:23:07Z,TRUE,NA,1189699284595294208,438550809,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",A_Rauso,0,FALSE,FALSE,NA,NA
RT @codyjohnson: Honored to be asked to perform the National Anthem before #game7 tonight in Houston. Go @astros! #TakeItBack #WorldSeries…,FALSE,0,NA,2019-10-31T00:23:07Z,FALSE,NA,1189699284482048001,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Antill_NextTime,2515,TRUE,FALSE,NA,NA
"RT @SomeonesAnIdiot: As usual, the media is on top of the incredibly important breaking news stories in sports 

(pic via @MorganBagg) #Wor…",FALSE,0,NA,2019-10-31T00:23:07Z,FALSE,NA,1189699284062654464,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RobConnett1,259,TRUE,FALSE,NA,NA
"The last waltz. Won’t be upset if the Nats win, but Let’s Go Stros! #WorldSeries #TakeItBack #Game7 #Astros",FALSE,0,NA,2019-10-31T00:23:07Z,FALSE,NA,1189699283878068224,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",franster23,0,FALSE,FALSE,NA,NA
"RT @MLB: 🗣 PLAY BALL

#WorldSeries https://t.co/MzO4YEf8LJ",FALSE,0,NA,2019-10-31T00:23:07Z,FALSE,NA,1189699281881587712,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jagallstar1015,284,TRUE,FALSE,NA,NA
"RT @MLB: Alright, alright, alright. Time for Game 7. #WorldSeries https://t.co/Nf1Ff25c0x",FALSE,0,NA,2019-10-31T00:23:06Z,FALSE,NA,1189699280442929153,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",viviannts,637,TRUE,FALSE,NA,NA
@MLB @astros @Nationals @FlyTPA will understand ⚾️✈⚾️ #WorldSeries,FALSE,0,MLB,2019-10-31T00:23:06Z,FALSE,1189684250418851840,1189699280258424833,18479513,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",CarolMarino135,0,FALSE,FALSE,NA,NA
RT @OrbitAstros: I guess there’s only one thing left to do..... #TakeItBack #WorldSeries https://t.co/R6YOvrfPrO,FALSE,0,NA,2019-10-31T00:23:06Z,FALSE,NA,1189699279872561152,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",_ArturoMedina_,162,TRUE,FALSE,NA,NA
"Game 7 - #WorldSeries
Nationals - 0
Astros - 0
Top 2nd",FALSE,0,NA,2019-10-31T00:23:06Z,FALSE,NA,1189699279331319809,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",jokoch09,0,FALSE,FALSE,NA,NA
RT @MDsportsblogDC: Bregman flies out to end the first inning. No score. #WorldSeries #STAYINTHEFIGHT,FALSE,0,NA,2019-10-31T00:23:06Z,FALSE,NA,1189699278312214528,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",JosiahCThomas1,2,TRUE,FALSE,NA,NA
RT @MLB: District of Clutch. #WorldSeries https://t.co/Neg3ISB3Eo,FALSE,0,NA,2019-10-31T00:23:05Z,FALSE,NA,1189699277028831232,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",HiiiLife_,1133,TRUE,FALSE,NA,NA
"Sadly, tonight’s the last baseball game of the year. If anyone needs me, I’ll be sitting in front of the TV with a… https://t.co/QCwar0a5OQ",FALSE,0,NA,2019-10-31T00:23:05Z,TRUE,NA,1189699276982624258,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",awatkins952,0,FALSE,FALSE,NA,NA
LETS GO ‘STROS! #TakeItBack #WorldSeries,FALSE,0,NA,2019-10-31T00:23:05Z,FALSE,NA,1189699274914893825,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",__vpalma98__,0,FALSE,FALSE,NA,NA
"RT @StormBoyd: Beto may have literally predicted the outcome of the #WorldSeries --He said this, mind you, when the Astros were down 2 game…",FALSE,0,NA,2019-10-31T00:23:05Z,FALSE,NA,1189699274747056132,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",gasolinealley65,6,TRUE,FALSE,NA,NA
RT @MLB: We got you. #WorldSeries https://t.co/GH1RY80qOB,FALSE,0,NA,2019-10-31T00:23:04Z,FALSE,NA,1189699271622307841,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",evanelizabethh,1402,TRUE,FALSE,NA,NA
RT @codyjohnson: Honored to be asked to perform the National Anthem before #game7 tonight in Houston. Go @astros! #TakeItBack #WorldSeries…,FALSE,0,NA,2019-10-31T00:23:04Z,FALSE,NA,1189699271341346816,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LABurciaga16,2515,TRUE,FALSE,NA,NA
"RT @MLB: 🗣 PLAY BALL

#WorldSeries https://t.co/MzO4YEf8LJ",FALSE,0,NA,2019-10-31T00:23:04Z,FALSE,NA,1189699270716350465,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Trey_Ford,284,TRUE,FALSE,NA,NA
"RT @SomeonesAnIdiot: As usual, the media is on top of the incredibly important breaking news stories in sports 

(pic via @MorganBagg) #Wor…",FALSE,0,NA,2019-10-31T00:23:03Z,FALSE,NA,1189699268023484416,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",luisdior_,259,TRUE,FALSE,NA,NA
"RT @MLBONFOX: LIVE from @MinuteMaid Park: GAME 7 #WORLDSERIES !

Come party one last time with @dtrainmlb and Jonny Gomes for the finale of…",FALSE,0,NA,2019-10-31T00:23:03Z,FALSE,NA,1189699267524513792,NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",mikedmd3,16,TRUE,FALSE,NA,NA
RT @CardsFromAttic: We were flashing people at the 2016 #WorldSeries the entire game. We were just too high up to be noticed... https://t.c…,FALSE,0,NA,2019-10-31T00:23:03Z,FALSE,NA,1189699267247693824,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",sign_for_panini,1,TRUE,FALSE,NA,NA
Good 1st Inning for Scherzer too. Is this the Pitcher's Duel coming I've been waiting for? #WorldSeries,FALSE,0,NA,2019-10-31T00:23:03Z,FALSE,NA,1189699266937282560,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Polar39er,0,FALSE,FALSE,NA,NA
"RT @MLB: Alright, alright, alright. Time for Game 7. #WorldSeries https://t.co/Nf1Ff25c0x",FALSE,0,NA,2019-10-31T00:23:03Z,FALSE,NA,1189699266404589569,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",dhrubovcak,637,TRUE,FALSE,NA,NA
"RT @SomeonesAnIdiot: As usual, the media is on top of the incredibly important breaking news stories in sports 

(pic via @MorganBagg) #Wor…",FALSE,0,NA,2019-10-31T00:23:03Z,FALSE,NA,1189699266329137152,NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",JagNaviGator999,259,TRUE,FALSE,NA,NA
I sure wish Joe Buck would tell me how old Juan Soto is #WorldSeries,FALSE,1,NA,2019-10-31T00:23:02Z,FALSE,NA,1189699264924000256,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",markt25hb,0,FALSE,FALSE,NA,NA
"RT @MLB: SEASON FINALE. LET'S GO. 

#WorldSeries https://t.co/8NlFl90QRv",FALSE,0,NA,2019-10-31T00:23:02Z,FALSE,NA,1189699264781250560,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",TraceyFromCali,656,TRUE,FALSE,NA,NA
Join me LIVE after #AEWDyamite on YouTube talking #AEW and POPPY and the #WorldSeries and who knows what else!  It'… https://t.co/CILDR3wP4B,FALSE,23,NA,2019-10-31T00:23:02Z,TRUE,NA,1189699264391401474,NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",solomonster,0,FALSE,FALSE,NA,NA
RT @MLB: Take the field with @ABREG_1 one last time in 2019. #WorldSeries https://t.co/5i0MJzcDbm,FALSE,0,NA,2019-10-31T00:23:02Z,FALSE,NA,1189699264336805895,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jmtsdn,102,TRUE,FALSE,NA,NA
"Bregman flies out to right. End of the 1st, 0-0. #WorldSeries",FALSE,0,NA,2019-10-31T00:23:02Z,FALSE,NA,1189699263045029889,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",LTS_tweets,0,FALSE,FALSE,NA,NA
RT @MLB: Take the field with @ABREG_1 one last time in 2019. #WorldSeries https://t.co/5i0MJzcDbm,FALSE,0,NA,2019-10-31T00:23:02Z,FALSE,NA,1189699261874749441,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",ashleycerdaa,102,TRUE,FALSE,NA,NA
"""Game 7"" #WorldSeries #BestWordsInSports https://t.co/8Cr5GiI8Wk",FALSE,1,NA,2019-10-31T00:23:01Z,FALSE,NA,1189699260087971840,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",bbyersesq,0,FALSE,FALSE,NA,NA
"RT @MLB: 🗣 PLAY BALL

#WorldSeries https://t.co/MzO4YEf8LJ",FALSE,0,NA,2019-10-31T00:23:01Z,FALSE,NA,1189699259198844928,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",DonCotto51,284,TRUE,FALSE,NA,NA
RT @MLB: Take the field with @ABREG_1 one last time in 2019. #WorldSeries https://t.co/5i0MJzcDbm,FALSE,0,NA,2019-10-31T00:23:01Z,FALSE,NA,1189699258993254400,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",jagallstar1015,102,TRUE,FALSE,NA,NA
RT @MLB: Take the field with @ABREG_1 one last time in 2019. #WorldSeries https://t.co/5i0MJzcDbm,FALSE,0,NA,2019-10-31T00:23:01Z,FALSE,NA,1189699257202294789,NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",betilloceleste,102,TRUE,FALSE,NA,NA
About to take a hot shower put warm cozy clothes on and watch the rest of the game #WorldSeries,FALSE,0,NA,2019-10-31T00:23:00Z,FALSE,NA,1189699255583330310,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",__catdanielle__,0,FALSE,FALSE,NA,NA
If they say Juan Soto’s age one more time...🙄 #WorldSeries,FALSE,1,NA,2019-10-31T00:23:00Z,FALSE,NA,1189699254740246529,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",D_Craving,0,FALSE,FALSE,NA,NA
RT @MLB: We got you. #WorldSeries https://t.co/GH1RY80qOB,FALSE,0,NA,2019-10-31T00:23:00Z,FALSE,NA,1189699254639566848,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",MrChantastic,1402,TRUE,FALSE,NA,NA
RT @MLB: Take the field with @ABREG_1 one last time in 2019. #WorldSeries https://t.co/5i0MJzcDbm,FALSE,0,NA,2019-10-31T00:23:00Z,FALSE,NA,1189699254245318657,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",ColtonNumber1,102,TRUE,FALSE,NA,NA
"Vinieron serios los pitchers,primera vez que no hay carreras en el 1er inning #WorldSeries #SerieMundial",FALSE,0,NA,2019-10-31T00:23:00Z,FALSE,NA,1189699254136266752,NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",reynaldo35,0,FALSE,FALSE,NA,NA
"RT @SpCollectibles: RETWEET &amp; Guess Score to Enter #WorldSeries #Game7 Giveaway! #TakeItBack  vs. #STAYINTHEFIGHT 
 
1⃣ RT Post!
2⃣ Predict…",FALSE,0,NA,2019-10-31T00:23:00Z,FALSE,NA,1189699253989453824,NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",BP392,117,TRUE,FALSE,NA,NA
